"lotno","partname","mainlot","inspection_no","first_input_qty","input_date","input_process_code","last_output_qty","completed_date","product_group","product","last_nc_no","nc_rank","nc_issue_date","nc_state","nc_defect_rate","nc_defect_name","total_nc","created_at","updated_at","semi_fg_lotno"
LOTMT1147,"3DSACE803226","","",11970,2025-10-16 00:00:00.000,"1",6000,2025-11-06 09:47:00.000,,,NCR20251027-00218,B,2025-10-27,undefined,"100",Total yield ratio lower spec (LC),2,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT0999,"3DSACE803226","","",11970,2025-10-15 00:00:00.000,"1",9000,2025-11-01 12:41:00.000,,,NCR20251027-00208,B,2025-10-27,undefined,"100",Total yield ratio lower spec (LC),1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT0684,"6DSACE803337","","",5985,2025-10-08 00:00:00.000,"1",2500,2025-11-12 16:45:00.000,,,NCR20251023-00138,B,2025-10-23,undefined,"100",LC Short chip,1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT0708,"4DSACE803477","","",9576,2025-10-08 00:00:00.000,"1",6000,2025-11-01 05:21:00.000,,,NCR20251024-00318,B,2025-10-24,undefined,"100",LC Short chip,1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT1005,"4DSACE803337","","",9576,2025-10-10 00:00:00.000,"1",6000,2025-11-05 12:41:00.000,,,NCR20251103-00125,B,2025-11-03,undefined,"100",Total yield ratio lower spec (ESR),1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT1104,"3DSACE803476","","",11970,2025-10-14 00:00:00.000,"1",9000,2025-11-01 12:47:00.000,,,NCR20251021-00242,B,2025-10-21,undefined,"100",Total yield ratio lower spec (LC),1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT0700,"4DSACE803477","","",9576,2025-10-08 00:00:00.000,"1",6000,2025-11-06 05:09:00.000,,,NCR20251030-00338,B,2025-10-30,undefined,"100",LC Short chip,1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT1327,"4DSACE803477","","",9576,2025-10-16 00:00:00.000,"1",6000,2025-11-10 15:34:00.000,,,NCR20251028-00168,B,2025-10-28,undefined,"100",LC Short chip,1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT1375,"6DSACE803227","","",7980,2025-10-18 00:00:00.000,"1",5000,2025-11-20 00:38:00.000,,,NCR20251028-00186,B,2025-10-28,undefined,"100",LC Short chip,1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT1543,"4DSACE803227","","",9576,2025-10-20 00:00:00.000,"1",6000,2025-11-18 22:23:00.000,,,NCR20251031-00172,B,2025-10-31,undefined,"100",LC Short chip,1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT1686,"4DSACE803477","","",9576,2025-10-19 00:00:00.000,"1",6000,2025-11-30 05:58:00.000,,,NCR20251028-00351,B,2025-10-28,undefined,"100",Total yield ratio lower spec (ESR),2,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT2193,"4DSACE803477","","",9576,2025-10-25 00:00:00.000,"1",6000,2025-11-26 10:19:00.000,,,NCR20251118-00227,B,2025-11-18,undefined,"100",LC Short chip,1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT1875,"4DSACE803477","","",9576,2025-11-24 00:00:00.000,"1",3000,2025-12-22 10:38:00.000,,,NCR20251215-00401,B,2025-12-15,Awaiting Final Approval,"100",Total yield ratio lower spec (ESR),1,2025-12-23 14:51:00.000,2025-12-23 14:51:00.000,""
LOTMT1951,"3DSACE803476","","",11970,2025-11-25 00:00:00.000,"1",6000,2025-12-22 10:46:00.000,,,NCR20251216-00224,B,2025-12-16,Awaiting Final Approval,"100",Total yield ratio lower spec (ESR),1,2025-12-23 14:51:00.000,2025-12-23 14:51:00.000,""
LOTMT2889,"3DSACE803226","","",11970,2025-12-02 00:00:00.000,"1",9000,2025-12-22 10:43:00.000,,,NCR20251216-00226,B,2025-12-16,Awaiting Final Approval,"100",Total yield ratio lower spec (LC),1,2025-12-23 14:51:00.000,2025-12-23 14:51:00.000,""
LOTMT2489,"4DSACE803107","","",11970,2025-10-29 00:00:00.000,"1",9000,2025-11-17 12:29:00.000,,,NCR20251111-00217,B,2025-11-11,undefined,"100",Total yield ratio lower spec (LC),2,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT0031,"4DSACE803477","","",9576,2025-11-03 00:00:00.000,"1",6000,2025-11-26 15:49:00.000,,,NCR20251115-00244,B,2025-11-15,undefined,"100",Total yield ratio lower spec (ESR),2,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT0847,"4DSACE803477","","",9576,2025-11-13 00:00:00.000,"1",6000,2025-11-28 17:47:00.000,,,NCR20251121-00283,B,2025-11-21,undefined,"100",LC Short chip,1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT2682,"3DSACE803476","","",11970,2025-11-30 00:00:00.000,"1",6000,2025-12-23 09:58:00.000,,,NCR20251215-00199,B,2025-12-15,Awaiting Final Approval,"100",Total yield ratio lower spec (LC),1,2025-12-24 14:50:00.000,2025-12-24 14:50:00.000,""
LOTMT1014,"4DSACE803107","","",11970,2025-11-13 00:00:00.000,"1",9000,2025-12-24 16:49:00.000,,,NCR20251216-00227,B,2025-12-16,Awaiting Final Approval,"100",Total yield ratio lower spec (LC),1,2025-12-25 11:51:00.000,2025-12-25 11:51:00.000,""
LOTMT2837,"4DSACE803337","","",9576,2025-12-02 00:00:00.000,"1",6000,2025-12-24 06:36:00.000,,,NCR20251215-00194,B,2025-12-15,Awaiting Final Approval,"100",Total yield ratio lower spec (LC),1,2025-12-25 11:51:00.000,2025-12-25 11:51:00.000,""
LOTMT2974,"4DSACE803477","","",9576,2025-11-30 00:00:00.000,"1",3000,2025-12-24 15:12:00.000,,,NCR20251218-00137,B,2025-12-18,Release/Reject Judgement,"100",Total yield ratio lower spec (ESR),1,2025-12-25 11:51:00.000,2025-12-25 11:51:00.000,""
LOTMT0710,"4DSACE803477","","",9576,2025-12-12 00:00:00.000,"1",6000,2025-12-24 15:42:00.000,,,NCR20251222-00102,B,2025-12-22,Awaiting Final Approval,"100",Total yield ratio lower spec (ESR),1,2025-12-25 11:51:00.000,2025-12-25 11:51:00.000,""
LOTMT0523,"4DSACE803477","","",9576,2025-11-10 00:00:00.000,"1",6000,2026-01-21 17:53:00.000,,,NCR20251120-00308,B,2025-11-20,undefined,"100",LC Short chip,1,2026-01-22 18:50:00.000,2026-01-22 18:50:00.000,""
LOTMT1237,"4DSACE803227","","",9576,2025-12-22 00:00:00.000,"1",6000,2026-01-12 14:27:00.000,,,NCR20260108-00159,B,2026-01-08,Lot Disposition,"100",Total yield ratio lower spec (LC),1,2026-01-12 15:21:00.000,2026-01-12 15:21:00.000,""
LOTMT1804,"4DSACE803477","","",8945,2025-11-15 15:36:00.000,"2150",6000,2025-12-27 13:04:00.000,,,NCR20251120-00200,B,2025-11-20,Awaiting Final Approval,"100",LC Short chip,1,2025-12-27 18:50:00.000,2025-12-27 18:50:00.000,""
LOTMT0093,"4DSACE803336","","",9576,2025-10-03 00:00:00.000,"1",6000,2025-11-02 12:50:00.000,,,NCR20251015-00221,B,2025-10-15,undefined,"100",Total yield ratio lower spec (LC),1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT0564,"6DSACE803337","","",5985,2025-10-07 00:00:00.000,"1",5000,2025-11-05 10:40:00.000,,,NCR20251023-00284,B,2025-10-23,undefined,"100",LC Short chip,1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT0579,"4DSACE803477","","",9576,2025-10-07 00:00:00.000,"1",6000,2025-11-10 13:31:00.000,,,NCR20251021-00350,B,2025-10-21,undefined,"100",LC Short chip,1,2025-12-11 09:20:00.000,2025-12-11 09:20:00.000,""
LOTMT2973,"4DSACE803477","","",9576,2025-11-30 00:00:00.000,"1",6000,2026-01-21 17:21:00.000,,,NCR20251215-00200,B,2025-12-15,Awaiting Final Approval,"100",Total yield ratio lower spec (LC),1,2026-01-22 18:50:00.000,2026-01-22 18:50:00.000,""
LOTMT0608,"4DSACE803477","","",9576,2025-12-11 00:00:00.000,"1",6000,2026-01-12 10:54:00.000,,,NCR20260105-00059,B,2026-01-05,Awaiting Final Approval,"100",Total yield ratio lower spec (LC),1,2026-01-12 15:21:00.000,2026-01-12 15:21:00.000,""
LOTMT1201,"4DSACE803477","","",9576,2025-11-15 00:00:00.000,"1",6000,2026-01-21 17:15:00.000,,,NCR20251124-00067,B,2025-11-24,undefined,"100",LC Short chip,1,2026-01-22 18:50:00.000,2026-01-22 18:50:00.000,""
LOTMT1270,"4DSACE803477","","",9576,2025-11-16 00:00:00.000,"1",6000,2026-01-21 15:21:00.000,,,NCR20251126-00158,B,2025-11-26,undefined,"100",Total yield ratio lower spec (ESR),1,2026-01-22 18:50:00.000,2026-01-22 18:50:00.000,""
LOTMT1356,"4DSACE803477","","",9576,2025-11-17 00:00:00.000,"1",6000,2026-01-21 17:33:00.000,,,NCR20251126-00379,B,2025-11-26,undefined,"100",LC Short chip,1,2026-01-22 18:50:00.000,2026-01-22 18:50:00.000,""
LOTMT0851,"4DSACE803336","","",9576,2026-01-18 00:00:00.000,"1",6000,2026-02-02 12:50:00.000,,,NCR20260127-00164,B,2026-01-27,Release/Reject Judgement,"100",Total yield ratio lower spec (LC),1,2026-02-03 18:50:00.000,2026-02-03 18:50:00.000,""
LOTMT2448,"6DSACE803107","","",6840,2026-02-02 00:00:00.000,"1",2500,2026-02-26 03:56:00.000,,,NCR20260217-00361,B,2026-02-17,undefined,"100",Total yield ratio lower spec (CDF),1,2026-02-27 18:50:00.000,2026-02-27 18:50:00.000,""
LOTMT0298,"4DSACE803477","","",9576,2026-02-06 00:00:00.000,"1",3000,2026-03-09 11:16:00.000,,,NCR20260216-00142,B,2026-02-16,undefined,"100",Total yield ratio lower spec (LC),1,2026-03-10 18:50:00.000,2026-03-10 18:50:00.000,""
LOTMT1460,"4DSACE803336","","",9576,2026-02-18 00:00:00.000,"1",6000,2026-03-09 18:27:00.000,,,NCR20260302-00120,B,2026-03-02,undefined,"100",Total yield ratio lower spec (LC),1,2026-03-10 18:50:00.000,2026-03-10 18:50:00.000,""
LOTMT0286,"6DSACE803157","","",6840,2026-02-05 00:00:00.000,"1",2500,2026-02-24 11:31:00.000,,,NCR20260219-00156,B,2026-02-19,undefined,"100",Total yield ratio lower spec (LC),1,2026-02-25 18:50:00.000,2026-02-25 18:50:00.000,""
LOTMT0952,"4DSACE803477","","",9576,2025-11-14 00:00:00.000,"1",6000,2026-03-08 14:14:00.000,,,NCR20251126-00161,B,2025-11-26,undefined,"100",Total yield ratio lower spec (ESR),2,2026-03-09 18:50:00.000,2026-03-09 18:50:00.000,""
LOTMT1216,"4DSACE803477","","",9576,2025-11-16 00:00:00.000,"1",3000,2026-03-08 13:55:00.000,,,NCR20251126-00368,B,2025-11-26,undefined,"100",Total yield ratio lower spec (ESR),1,2026-03-09 18:50:00.000,2026-03-09 18:50:00.000,""
LOTMT0122,"4DSACE803477","","",9576,2026-02-03 00:00:00.000,"1",6000,2026-02-24 17:52:00.000,,,NCR20260216-00073,B,2026-02-16,undefined,"100",Total yield ratio lower spec (LC),2,2026-02-25 18:50:00.000,2026-02-25 18:50:00.000,""
LOTMT0797,"4DSACE803477","","",9576,2026-02-11 00:00:00.000,"1",6000,2026-02-24 17:12:00.000,,,NCR20260213-00090,B,2026-02-13,undefined,"100",Conductivity out of spec,1,2026-02-25 18:50:00.000,2026-02-25 18:50:00.000,""
LOTMT1911,"4DSACE803477","","",9576,2026-02-21 00:00:00.000,"1",3000,2026-03-26 15:10:00.000,,,NCR20260307-00194,B,2026-03-07,Release/Reject Judgement,"100",Total yield ratio lower spec (ESR),1,2026-03-27 18:51:00.000,2026-03-27 18:51:00.000,""
LOTMT2015,"4DSACE803477","","",9576,2026-01-26 00:00:00.000,"1",6000,2026-02-24 09:52:00.000,,,NCR20260203-00142,B,2026-02-03,undefined,"100",Total yield ratio lower spec (LC),2,2026-02-25 18:50:00.000,2026-02-25 18:50:00.000,""
LOTMT2333,"4DSACE803336","","",9576,2026-01-29 00:00:00.000,"1",3000,2026-02-24 08:43:00.000,,,NCR20260210-00021,B,2026-02-10,undefined,"36.216147",Product  abnormal ,2,2026-02-25 18:50:00.000,2026-02-25 18:50:00.000,""
LOTMT0680,"4DSACE803227","","",9576,2026-02-09 00:00:00.000,"1",6000,2026-02-24 10:34:00.000,,,NCR20260220-00117,B,2026-02-20,undefined,"100",Total yield ratio lower spec (LC),1,2026-02-25 18:50:00.000,2026-02-25 18:50:00.000,""
LOTMT2299,"4DSACE803477","","",9576,2026-01-29 00:00:00.000,"1",6000,2026-03-09 01:25:00.000,,,NCR20260212-00195,B,2026-02-12,undefined,"100",Total yield ratio lower spec (LC),1,2026-03-10 18:50:00.000,2026-03-10 18:50:00.000,""
LOTMT2306,"4DSACE803477","","",9576,2026-01-29 00:00:00.000,"1",6000,2026-03-09 01:19:00.000,,,NCR20260210-00290,B,2026-02-10,undefined,"100",Total yield ratio lower spec (LC),1,2026-03-10 18:50:00.000,2026-03-10 18:50:00.000,""
LOTMT2454,"4DSACE803477","","",9576,2026-01-31 00:00:00.000,"1",6000,2026-03-09 02:52:00.000,,,NCR20260210-00294,B,2026-02-10,undefined,"100",Total yield ratio lower spec (LC),1,2026-03-10 18:50:00.000,2026-03-10 18:50:00.000,""
LOTMT2462,"4DSACE803477","","",9576,2026-02-01 00:00:00.000,"1",6000,2026-03-09 01:01:00.000,,,NCR20260216-00083,B,2026-02-16,undefined,"100",Total yield ratio lower spec (LC),1,2026-03-10 18:50:00.000,2026-03-10 18:50:00.000,""
LOTMT2739,"4DSACE803477","","",9576,2025-11-30 00:00:00.000,"1",6000,2026-02-22 12:43:00.000,,,NCR20251215-00197,B,2025-12-15,Awaiting Final Approval,"100",Total yield ratio lower spec (LC),1,2026-02-23 18:50:00.000,2026-02-23 18:50:00.000,""
LOTMT0292,"4DSACE803477","","",9576,2026-02-06 00:00:00.000,"1",6000,2026-03-05 17:04:00.000,,,NCR20260218-00152,B,2026-02-18,undefined,"100",Total yield ratio lower spec (CDF),1,2026-03-06 18:50:00.000,2026-03-06 18:50:00.000,""
LOTMT1783,"4DSACE803477","","",9576,2026-02-19 00:00:00.000,"1",6000,2026-03-09 18:23:00.000,,,NCR20260227-00251,B,2026-02-27,undefined,"100",Total yield ratio lower spec (LC),1,2026-03-10 18:50:00.000,2026-03-10 18:50:00.000,""
LOTMT1803,"4DSACE803107","","",11970,2026-02-20 00:00:00.000,"1",9000,2026-03-09 17:33:00.000,,,NCR20260303-00311,B,2026-03-03,undefined,"100",Total yield ratio lower spec (LC),1,2026-03-10 18:50:00.000,2026-03-10 18:50:00.000,""
LOTMT2450,"4DSACE803477","","",9576,2026-01-31 00:00:00.000,"1",6000,2026-03-02 10:05:00.000,,,NCR20260211-00233,B,2026-02-11,Awaiting Final Approval,"100",Total yield ratio lower spec (LC),1,2026-03-03 18:50:00.000,2026-03-03 18:50:00.000,""
LOTMT2316,"4DSACE803477","","",9576,2025-10-27 00:00:00.000,"1",6000,2026-03-06 12:25:00.000,,,NCR20251120-00371,B,2025-11-20,undefined,"100",LC Short chip,1,2026-03-07 18:50:00.000,2026-03-07 18:50:00.000,""
LOTMT2018,"4DSACE803477","","",9576,2026-01-26 00:00:00.000,"1",3000,2026-03-09 23:36:00.000,,,NCR20260210-00297,B,2026-02-10,undefined,"100",Total yield ratio lower spec (ESR),1,2026-03-10 18:50:00.000,2026-03-10 18:50:00.000,""
LOTMT0443,"4DSACE803477","","",9576,2026-02-07 00:00:00.000,"1",3000,2026-03-09 23:34:00.000,,,NCR20260217-00118,B,2026-02-17,undefined,"100",Total yield ratio lower spec (ESR),1,2026-03-10 18:50:00.000,2026-03-10 18:50:00.000,""
